Location,MaxTemp,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,Humidity3pm,Pressure3pm,RainToday,RainTomorrow
21,23.4,11,50.0,4,5,67.0,1015.9,0,1
21,17.3,12,41.0,12,11,50.0,1017.6,0,0
21,17.8,14,22.0,3,8,42.0,1017.6,0,0
21,19.0,15,31.0,3,12,45.0,1017.0,0,0
21,14.9,12,41.0,12,12,42.0,1020.6,0,0
21,16.0,12,20.0,8,11,36.0,1021.2,0,0
21,18.0,1,28.0,4,4,32.0,1018.9,0,0
21,21.6,4,48.0,5,4,37.0,1016.8,0,1
21,15.9,7,37.0,14,14,52.0,1012.3,1,0
21,12.1,13,39.0,13,15,72.0,1012.9,0,0
21,15.6,12,35.0,12,12,53.0,1014.7,0,0
21,20.2,14,59.0,14,13,28.0,1012.5,0,0
21,17.7,8,26.0,0,10,28.0,1019.0,0,0
21,24.4,5,50.0,5,5,34.0,1014.5,0,0
21,17.5,5,41.0,1,1,86.0,1014.8,0,1
21,15.9,15,35.0,11,15,31.0,1020.1,0,0
21,16.8,0,26.0,0,10,39.0,1019.8,0,1
21,15.8,5,56.0,5,6,96.0,1012.9,1,1
21,15.8,13,35.0,13,13,54.0,1011.8,0,1
21,17.0,7,54.0,7,14,40.0,1009.6,1,0
21,18.4,15,37.0,14,15,37.0,1015.4,0,0
21,17.1,15,33.0,12,12,44.0,1022.2,0,0
21,20.0,4,31.0,1,5,38.0,1024.0,0,0
21,26.9,6,33.0,3,6,46.0,1015.2,0,0
21,27.4,14,39.0,1,4,47.0,1015.9,0,1
21,19.0,15,30.0,8,15,39.0,1019.8,0,0
21,19.4,12,26.0,0,11,41.0,1022.1,0,0
21,22.8,5,39.0,5,7,91.0,1014.1,0,1
21,24.0,15,50.0,13,13,45.0,1008.4,1,0
21,19.5,12,33.0,12,12,44.0,1018.3,0,0
21,22.0,0,28.0,4,4,39.0,1018.1,0,0
21,26.6,7,39.0,4,6,51.0,1008.5,0,0
21,17.6,12,39.0,12,12,41.0,1018.0,0,0
21,17.7,12,30.0,1,15,41.0,1018.5,0,0
21,14.0,8,19.0,4,5,74.0,1020.9,0,1
21,19.1,0,19.0,0,0,73.0,1019.2,1,0
21,24.7,0,19.0,4,12,51.0,1019.3,0,0
21,25.1,3,31.0,4,3,56.0,1019.9,0,0
21,21.7,4,31.0,4,4,59.0,1019.7,0,0
21,25.0,11,24.0,1,9,47.0,1018.6,0,0
21,25.9,5,30.0,5,6,37.0,1015.5,0,0
21,26.5,0,26.0,4,13,38.0,1016.1,0,0
21,26.2,15,68.5,3,2,80.0,1012.9,0,1
21,20.8,12,43.0,11,12,27.0,1014.9,0,0
21,22.0,11,28.0,8,8,32.0,1019.9,0,0
21,22.3,4,39.0,1,4,40.0,1022.0,0,0
21,18.8,1,28.0,1,8,89.0,1020.6,0,1
21,26.6,0,28.0,2,8,47.0,1015.8,1,1
21,28.0,2,31.0,2,12,41.0,1015.5,1,0
21,23.8,2,41.0,2,2,43.0,1022.3,0,0
21,27.7,4,35.0,0,4,37.0,1022.2,0,0
21,25.2,5,41.0,5,4,43.0,1016.9,0,0
21,19.2,5,67.0,5,5,97.0,998.25,1,1
21,15.6,15,54.0,15,15,35.0,1011.9,1,0
21,19.1,12,39.0,11,12,35.0,1015.3,0,0
21,23.1,11,33.0,0,12,36.0,1017.8,0,0
21,26.0,15,22.0,3,8,28.0,1020.3,0,0
21,27.4,5,37.0,1,3,30.0,1021.9,0,0
21,22.8,4,35.0,4,7,73.0,1021.0,0,0
21,26.2,10,41.0,5,7,46.0,1018.1,0,1
21,28.5,0,26.0,5,15,32.0,1016.1,1,0
21,20.1,12,44.0,11,0,82.0,1016.8,0,1
21,25.2,13,30.0,2,14,42.0,1015.5,1,0
21,26.9,0,26.0,4,9,37.0,1015.8,0,0
21,30.0,12,31.0,4,7,26.0,1013.7,0,0
21,30.2,3,41.0,5,5,32.0,1013.5,0,0
21,28.9,5,48.0,5,6,32.0,1013.6,0,0
21,17.7,12,30.0,12,12,80.0,1013.9,0,1
21,27.1,1,28.0,1,9,28.0,1013.0,0,0
21,25.5,13,67.0,0,13,83.0,1013.8,0,1
21,27.4,7,37.0,1,4,33.0,1014.1,1,0
21,29.2,5,46.0,4,3,39.0,1014.3,0,1
21,29.4,4,48.0,4,3,40.0,1017.6,1,1
21,30.2,4,44.0,1,4,39.0,1020.7,1,0
21,30.4,4,39.0,5,3,39.0,1017.9,0,0
21,32.2,4,48.0,5,5,35.0,1014.7,0,0
21,31.3,4,43.0,5,5,36.0,1014.3,0,0
21,23.8,5,44.0,3,3,92.0,1012.6,0,1
21,27.6,15,37.0,11,14,53.0,1009.2,1,0
21,28.0,11,26.0,7,8,45.0,1010.5,0,0
21,29.3,2,48.0,12,8,40.0,1014.9,1,0
21,29.7,2,33.0,0,1,45.0,1020.9,0,0
21,23.5,1,31.0,0,6,48.0,1020.1,0,0
21,28.9,1,48.0,0,1,32.0,1020.2,0,0
21,29.5,4,43.0,1,1,34.0,1019.4,0,0
21,29.2,1,43.0,4,0,29.0,1017.5,0,0
21,28.2,1,35.0,1,2,29.0,1015.5,0,0
21,30.2,4,48.0,5,5,31.0,1011.0,0,0
21,23.6,5,50.0,4,4,91.0,1010.2,1,1
21,25.2,4,44.0,4,3,65.0,1012.3,0,1
21,22.3,1,35.0,1,1,84.0,1007.9,1,1
21,29.4,2,48.0,1,0,49.0,1007.2,0,1
21,33.4,5,44.0,5,3,47.0,1011.5,0,1
21,27.1,14,48.0,3,12,99.0,1008.3,1,1
21,31.4,13,31.0,4,14,29.0,1005.5,0,0
21,32.4,15,61.0,1,15,23.0,1009.0,0,0
21,35.0,5,37.0,5,15,27.0,1005.9,0,0
21,23.6,11,39.0,11,11,47.0,1008.8,0,0
21,21.9,5,31.0,3,6,69.0,1002.9,0,0
21,23.1,12,56.0,12,12,23.0,1007.0,0,0
21,30.7,4,35.0,1,4,28.0,1013.1,0,0
21,27.3,0,31.0,0,1,69.0,1016.6,0,0
21,30.7,0,48.0,2,0,42.0,1015.5,0,0
21,30.8,4,31.0,2,5,46.0,1011.2,0,0
21,27.2,5,35.0,5,3,75.0,1004.8,0,0
21,34.0,4,44.0,0,0,34.0,1010.0,0,0
21,34.1,1,31.0,0,8,29.0,1012.3,0,0
21,35.7,4,37.0,5,2,20.0,1010.6,0,0
21,34.3,5,50.0,5,7,77.0,1009.3,0,1
21,26.9,4,43.0,3,12,82.0,1005.3,0,1
21,30.2,2,48.0,11,9,39.0,1004.1,1,0
21,32.9,0,48.0,0,1,39.0,1005.6,0,0
21,28.1,2,57.0,2,2,68.0,1005.9,0,1
21,31.6,1,59.0,0,1,47.0,1005.0,1,0
21,33.8,5,50.0,1,1,45.0,1007.1,0,0
21,33.6,5,46.0,4,1,34.0,1008.4,0,0
21,32.5,13,39.0,4,4,32.0,1007.6,0,0
21,33.6,13,39.0,5,3,44.0,1004.0,0,0
21,37.9,11,44.0,5,11,25.0,1000.6,0,0
21,36.9,5,54.0,5,15,25.0,1003.2,0,0
21,34.4,9,37.0,3,8,25.0,1010.2,0,0
21,33.1,0,39.0,4,12,28.0,1007.8,0,0
21,34.6,3,39.0,5,3,30.0,1005.8,0,0
21,40.2,3,39.0,3,3,21.0,1005.9,0,0
21,41.4,4,31.0,5,1,24.0,1009.6,0,0
21,40.4,4,59.0,0,8,26.0,1008.9,1,1
21,38.9,4,46.0,5,3,32.0,1012.4,0,0
21,37.6,5,41.0,5,3,29.0,1013.3,0,0
21,37.4,4,46.0,3,4,35.0,1012.5,0,0
21,34.6,4,59.0,0,1,89.0,1014.4,0,1
21,31.2,4,48.0,1,6,55.0,1013.1,1,1
21,33.5,4,33.0,5,11,35.0,1014.2,0,0
21,35.7,0,48.0,5,9,32.0,1011.5,0,0
21,36.2,12,68.5,5,3,30.0,1011.4,0,1
21,29.1,10,39.0,2,9,50.0,1015.2,1,0
21,34.2,0,37.0,5,1,39.0,1009.9,0,0
21,34.9,5,37.0,5,4,39.0,1010.0,0,0
21,33.7,2,48.0,2,2,33.0,1012.2,0,0
21,30.0,2,33.0,2,8,31.0,1015.7,0,0
21,32.2,5,33.0,5,0,28.0,1011.1,0,0
21,35.7,7,37.0,5,5,26.0,1008.2,0,0
21,37.6,7,50.0,3,3,23.0,1007.4,0,0
21,38.6,11,52.0,5,14,23.0,1006.1,0,1
21,34.2,0,35.0,1,3,39.0,1009.1,1,0
21,31.6,1,50.0,9,0,34.0,1013.1,0,0
21,30.0,1,44.0,2,0,28.0,1018.1,0,0
21,30.0,4,52.0,0,4,34.0,1014.6,0,0
21,29.6,4,41.0,4,1,34.0,1014.0,0,0
21,30.9,4,35.0,5,5,35.0,1011.5,0,0
21,30.9,3,39.0,5,5,37.0,1013.5,0,0
21,33.5,5,44.0,1,1,31.0,1016.1,0,0
21,33.2,0,35.0,0,0,27.0,1017.2,0,0
21,34.5,4,33.0,1,2,30.0,1015.7,0,0
21,34.1,4,39.0,5,0,36.0,1014.7,0,0
21,32.6,6,44.0,5,13,38.0,1013.4,0,1
21,24.6,7,30.0,4,14,85.0,1011.7,1,0
21,23.2,1,37.0,0,1,82.0,1008.1,0,1
21,24.2,0,35.0,2,0,86.0,1004.9,1,1
21,30.0,14,41.0,13,15,41.0,1002.3,1,0
21,27.5,15,46.0,3,15,28.0,1008.4,0,0
21,25.4,15,52.0,12,12,37.0,1011.2,0,0
21,30.6,2,33.0,0,9,23.0,1019.2,0,0
21,31.8,9,41.0,0,8,31.0,1016.6,0,0
21,26.2,11,28.0,0,11,27.0,1012.8,0,0
21,23.7,12,41.0,9,12,29.0,1014.2,1,0
21,23.1,12,30.0,5,11,18.0,1017.9,0,0
21,23.7,15,33.0,3,11,25.0,1008.9,0,0
21,19.5,15,37.0,14,13,49.0,1014.4,0,0
21,20.5,2,26.0,9,10,13.0,1026.4,0,0
21,21.7,15,24.0,2,12,17.0,1027.0,0,0
21,22.3,13,39.0,1,2,11.0,1025.3,0,0
21,23.6,0,26.0,0,2,17.0,1026.8,0,0
21,24.2,0,30.0,0,0,35.0,1026.2,0,0
21,24.3,0,31.0,1,4,36.0,1023.4,0,0
21,24.4,4,37.0,1,5,51.0,1015.9,0,1
21,18.5,13,57.0,3,13,77.0,1009.1,1,0
21,15.5,15,50.0,15,13,60.0,1007.4,0,1
21,17.9,11,37.0,11,11,45.0,1015.3,0,0
21,18.1,12,33.0,15,15,35.0,1017.9,0,0
21,20.8,1,28.0,1,14,44.0,1019.4,0,0
21,19.4,8,41.0,15,10,45.0,1015.2,0,0
21,23.1,10,46.0,8,8,46.0,1016.9,0,0
21,22.6,9,37.0,9,10,34.0,1018.5,0,0
21,21.3,11,30.0,0,12,34.0,1016.9,0,0
21,22.5,13,35.0,4,14,35.0,1016.4,0,0
21,23.9,14,31.0,4,13,28.0,1014.6,0,0
21,18.9,12,35.0,8,12,23.0,1017.6,0,0
21,19.1,15,30.0,0,13,30.0,1017.8,0,0
21,16.5,12,41.0,14,15,35.0,1018.1,0,0
21,11.7,12,31.0,15,15,42.0,1018.1,0,0
21,15.6,8,35.0,8,15,38.0,1018.4,0,0
21,17.7,9,46.0,8,10,58.0,1017.0,1,0
21,12.0,12,44.0,12,12,97.0,1012.9,1,1
21,15.4,11,28.0,1,0,81.0,1014.7,1,0
21,19.2,15,22.0,12,15,54.0,1015.4,0,0
21,15.6,15,50.0,12,12,46.0,1015.7,0,0
21,17.7,14,22.0,4,15,44.0,1017.0,0,0
21,20.6,12,56.0,5,7,25.0,1009.6,0,0
21,14.3,11,35.0,13,12,40.0,1017.4,0,0
21,19.7,3,17.0,3,9,37.0,1024.8,0,0
21,21.4,0,28.0,0,3,35.0,1025.5,0,0
21,20.0,0,24.0,0,8,38.0,1025.9,0,0
21,21.5,0,43.0,2,1,40.0,1029.5,0,0
21,19.8,2,35.0,10,9,35.0,1029.6,0,0
21,20.1,2,31.0,9,8,35.0,1024.9,0,0
21,20.0,5,35.0,4,3,40.0,1020.1,0,0
21,23.4,5,30.0,4,14,34.0,1016.2,0,0
21,17.6,15,50.0,15,15,30.0,1018.8,0,0
21,13.0,12,44.0,11,15,41.0,1022.1,0,0
21,14.6,12,39.0,10,15,36.0,1018.7,0,0
21,15.7,11,41.0,11,12,38.0,1022.3,0,0
21,15.7,15,20.0,1,15,36.0,1023.0,0,0
21,13.1,4,22.0,4,11,50.0,1021.8,0,0
21,13.9,12,35.0,11,8,47.0,1024.8,0,0
21,19.0,0,33.0,2,1,36.0,1027.2,0,1
21,13.0,0,35.0,2,4,86.0,1024.7,1,1
21,14.5,0,19.0,0,7,83.0,1021.2,1,0
21,13.0,15,50.0,15,12,53.0,1017.4,0,0
21,18.9,12,43.0,12,12,36.0,1013.8,0,0
21,19.6,12,43.0,11,11,39.0,1014.1,0,0
21,18.6,11,44.0,11,12,37.0,1016.8,0,0
21,23.4,1,35.0,4,7,27.0,1020.7,0,0
21,23.4,1,30.0,5,11,28.0,1023.6,0,0
21,22.4,4,43.0,4,3,25.0,1024.1,0,0
21,19.4,5,33.0,3,14,53.0,1015.2,0,0
21,16.4,12,44.0,13,15,41.0,1009.7,0,0
21,18.5,13,50.0,3,14,29.0,1008.1,0,0
21,15.5,12,41.0,8,12,50.0,1010.4,0,0
21,19.0,8,24.0,2,15,38.0,1016.3,0,0
21,21.6,5,30.0,1,6,34.0,1020.0,0,0
21,22.1,2,26.0,0,1,34.0,1019.5,0,0
21,23.4,5,39.0,4,4,33.0,1015.5,0,0
21,23.4,5,56.0,5,5,37.0,1011.9,0,1
21,14.8,12,31.0,13,12,63.0,1017.0,0,1
21,19.5,2,35.0,2,10,42.0,1022.3,1,0
21,20.3,1,31.0,9,8,40.0,1026.7,0,0
21,22.1,10,41.0,8,2,29.0,1028.4,0,0
21,23.9,9,37.0,10,10,32.0,1026.7,0,0
21,16.0,9,33.0,0,2,94.0,1017.0,1,1
21,19.9,1,24.0,15,15,58.0,1019.2,1,0
21,25.1,6,56.0,5,3,34.0,1016.0,0,1
21,22.3,0,22.0,4,12,52.0,1017.6,1,0
21,22.1,3,24.0,4,12,36.0,1020.3,0,0
21,22.6,4,26.0,4,7,36.0,1019.9,0,0
21,21.9,5,41.0,4,4,51.43329553654262,1024.8,0,0
21,23.4,4,31.0,1,3,28.0,1023.0,0,0
21,23.5,5,33.0,4,3,28.0,1018.7,0,0
21,26.9,15,48.0,3,7,25.0,1015.4,0,1
21,14.5,15,52.0,12,12,46.0,1015.6,1,0
21,16.8,15,41.0,11,12,39.0,1016.2,0,0
21,18.5,12,37.0,11,12,38.0,1021.8,0,0
21,21.4,7,26.0,4,15,31.0,1024.7,0,0
21,26.0,15,41.0,3,12,15.0,1020.5,0,0
21,27.8,15,31.0,5,13,15.0,1017.7,0,0
21,30.3,6,26.0,5,13,13.0,1016.2,0,0
21,30.3,6,48.0,5,3,8.0,1014.0,0,0
21,27.6,5,39.0,5,6,24.0,1018.2,0,0
21,28.8,5,35.0,3,11,34.0,1016.2,0,0
21,30.2,6,52.0,5,3,37.0,1013.1,0,0
21,17.9,4,44.0,4,4,91.0,1014.6,0,1
21,20.9,13,65.0,13,13,38.0,1004.8,1,0
21,21.4,13,43.0,6,13,30.0,1007.4,0,1
21,17.0,12,61.0,0,15,48.0,1005.5,1,1
21,18.0,11,44.0,12,11,50.0,1013.6,1,0
21,21.3,9,30.0,9,13,36.0,1017.5,0,0
21,22.7,1,30.0,0,10,26.0,1018.6,0,0
21,18.2,4,35.0,4,4,60.0,1016.6,0,1
21,16.6,4,33.0,1,4,94.0,1011.4,1,1
21,24.1,15,41.0,3,15,39.0,1008.1,1,0
21,28.0,5,43.0,1,3,38.0,1014.6,0,0
21,29.0,5,44.0,1,5,45.0,1011.7,0,1
21,24.5,10,59.0,4,11,65.0,1007.4,1,0
21,27.4,0,39.0,2,0,37.0,1023.7,0,0
21,24.4,1,33.0,0,9,31.0,1027.7,0,0
21,28.2,1,28.0,4,1,29.0,1020.8,0,0
21,28.1,4,33.0,5,0,37.0,1018.2,0,0
21,29.2,5,35.0,5,5,35.0,1013.2,0,0
21,32.6,12,68.5,5,3,32.0,1009.1,0,1
21,28.8,6,46.0,4,6,78.0,1010.9,1,0
21,27.1,4,39.0,0,4,52.0,1014.4,0,0
21,28.3,4,41.0,4,2,61.0,1011.4,0,0
21,32.2,12,50.0,6,15,47.0,1009.2,0,0
21,29.4,8,59.0,11,8,22.0,1013.8,0,0
21,30.7,12,43.0,15,15,19.0,1009.3,0,0
21,31.2,4,28.0,1,6,27.0,1011.9,0,0
21,31.0,4,50.0,4,3,34.0,1013.6,0,0
21,22.4,5,33.0,5,4,83.0,1014.4,0,0
21,34.6,3,41.0,3,3,20.0,1012.9,0,0
21,34.2,5,41.0,3,6,25.0,1013.9,0,0
21,29.1,3,37.0,9,2,47.0,1014.5,0,0
21,32.4,4,43.0,5,3,36.0,1013.7,0,0
21,36.8,5,50.0,3,3,21.0,1010.2,0,0
21,39.7,5,33.0,5,6,16.0,1011.6,0,0
21,33.3,5,43.0,5,3,29.0,1013.9,0,0
21,29.5,1,33.0,4,6,49.0,1014.6,0,0
21,34.6,5,41.0,5,5,25.0,1013.0,0,0
21,34.9,5,48.0,5,6,20.0,1011.5,0,0
21,35.0,5,44.0,3,14,26.0,1009.6,0,0
21,32.9,5,54.0,5,3,27.0,1007.6,0,1
21,24.9,4,39.0,0,4,96.0,1016.6,1,1
21,21.8,0,39.0,1,1,93.0,1013.5,1,1
21,27.5,7,39.0,14,3,58.0,1009.4,1,0
21,29.1,15,35.0,6,12,30.0,1011.5,0,0
21,31.5,0,31.0,0,14,28.0,1013.6,0,0
21,24.8,11,41.0,11,9,91.0,1013.1,1,1
21,26.3,12,33.0,9,12,34.0,1014.0,1,0
21,27.1,0,31.0,4,2,41.0,1014.5,0,0
21,29.2,0,48.0,1,9,37.0,1009.2,0,1
21,19.9,0,37.0,1,0,74.0,1012.1,1,1
21,20.6,0,39.0,10,9,95.0,1009.1,1,1
21,28.0,4,28.0,5,13,56.0,1005.0,1,0
21,28.5,7,48.0,3,6,57.0,1001.2,0,1
21,27.9,8,68.5,11,15,53.0,1002.5,1,0
21,28.2,15,41.0,1,12,32.0,1006.4,0,0
21,28.7,8,30.0,3,12,27.0,1010.2,0,0
21,27.1,4,41.0,4,3,50.0,1012.4,0,1
21,27.9,4,37.0,4,9,45.0,1014.9,1,0
21,26.9,11,50.0,5,5,61.0,1010.1,0,1
21,30.7,3,30.0,5,8,53.0,1010.2,1,0
21,28.3,11,39.0,1,7,52.0,1008.8,1,0
21,31.3,10,44.0,0,11,38.0,1007.7,0,0
21,32.0,12,44.0,12,11,31.0,1004.4,0,0
21,30.8,2,43.0,2,12,26.0,1006.4,0,0
21,31.3,11,37.0,0,11,33.0,1008.2,0,0
21,30.9,0,33.0,1,11,32.0,1013.7,0,0
21,31.3,4,33.0,5,10,34.0,1012.6,0,0
21,32.1,1,35.0,5,2,30.0,1013.8,0,0
21,32.6,5,39.0,5,6,35.0,1015.2,0,0
21,34.4,5,39.0,5,15,31.0,1012.5,0,0
21,33.9,4,39.0,4,3,41.0,1009.3,0,0
21,33.8,15,46.0,12,12,36.0,1006.3,0,0
21,31.6,11,41.0,15,15,20.0,1007.8,0,0
21,28.8,12,50.0,8,11,10.0,1011.0,0,0
21,30.6,5,48.0,4,2,26.0,1011.5,0,0
21,29.8,2,57.0,4,1,43.0,1009.7,0,1
21,22.2,1,50.0,1,0,74.0,1013.8,1,1
21,33.0,11,43.0,9,8,37.0,1011.0,0,0
21,35.1,11,43.0,1,9,31.0,1011.1,0,0
21,33.0,12,31.0,1,10,38.0,1010.3,0,0
21,32.0,1,35.0,1,11,32.0,1009.5,0,0
21,31.7,2,57.0,2,2,35.0,1012.2,0,0
21,26.6,13,39.0,0,2,74.0,1005.7,1,0
21,23.4,4,50.0,0,1,92.0,1009.2,1,1
21,25.2,1,52.0,4,4,89.0,1005.1,1,1
21,31.0,5,50.0,5,3,65.0,1003.3,1,1
21,21.8,2,48.0,9,11,97.0,1004.3,1,1
21,28.5,13,39.0,4,3,56.0,1001.7,0,0
21,30.5,13,39.0,0,7,48.0,1000.3,0,0
21,28.1,15,37.0,12,15,33.0,1003.4,0,0
21,31.0,15,33.0,3,11,22.0,1011.8,0,0
21,32.3,12,35.0,1,14,22.0,1012.9,0,0
21,31.2,11,37.0,4,6,37.0,1015.1,0,0
21,31.9,5,28.0,4,15,29.0,1013.9,0,0
21,31.6,6,30.0,0,5,42.0,1015.7,1,0
21,30.9,2,33.0,0,0,36.0,1018.2,0,1
21,29.2,2,43.0,0,2,60.0,1017.0,1,0
21,24.8,1,31.0,0,2,75.0,1017.0,0,1
21,30.5,5,43.0,1,3,47.0,1015.3,1,0
21,31.3,6,35.0,4,3,41.0,1012.9,0,0
21,32.8,3,43.0,3,7,31.0,1006.7,0,0
21,33.7,0,46.0,4,14,42.0,1006.5,0,1
21,32.4,4,48.0,4,5,46.0,1011.2,1,0
21,32.1,12,46.0,3,14,52.0,1009.7,0,0
21,28.9,0,39.0,2,5,57.0,1011.2,0,1
21,28.1,8,46.0,9,8,39.0,1009.5,1,0
21,28.5,12,43.0,6,15,25.0,1011.2,0,0
21,31.3,3,37.0,0,5,28.0,1014.0,0,0
21,29.5,5,37.0,0,1,35.0,1014.3,0,0
21,30.7,4,35.0,0,5,42.0,1011.6,0,0
21,31.8,5,35.0,1,3,43.0,1009.7,0,0
21,25.0,4,35.0,9,9,65.0,1012.0,0,0
21,30.9,2,48.0,9,9,22.0,1013.5,0,0
21,32.4,2,46.0,9,0,35.0,1009.3,0,0
21,28.7,4,31.0,0,0,40.0,1005.0,0,0
21,28.0,13,39.0,10,9,49.0,1004.7,0,0
21,29.0,12,57.0,12,12,32.0,1004.9,0,0
21,25.4,11,52.0,11,12,22.0,1012.0,0,0
21,29.1,5,33.0,0,7,30.0,1015.5,0,0
21,29.2,4,37.0,5,6,34.0,1017.6,0,0
21,29.6,4,31.0,0,2,31.0,1018.4,0,0
21,29.5,8,30.0,1,13,33.0,1013.5,0,1
21,29.8,11,37.0,0,11,28.0,1013.8,1,0
21,32.7,11,50.0,4,8,19.0,1012.4,0,0
21,31.0,5,37.0,5,5,33.0,1014.9,0,0
21,29.9,5,33.0,5,7,36.0,1015.5,0,0
21,31.3,5,33.0,5,13,33.0,1014.5,0,0
21,26.1,15,43.0,15,15,22.0,1015.5,0,0
21,22.0,8,54.0,8,11,11.0,1020.7,0,0
21,24.7,8,37.0,9,12,24.0,1023.6,0,0
21,26.3,1,30.0,0,8,42.0,1022.3,0,0
21,28.6,11,28.0,1,5,35.0,1019.0,0,0
21,21.9,9,33.0,3,2,72.0,1016.4,1,0
21,25.7,0,24.0,0,2,46.0,1013.5,0,0
21,28.8,3,30.0,0,6,29.0,1013.5,0,0
21,28.8,1,31.0,5,12,27.0,1013.3,0,0
21,29.4,0,26.0,4,7,24.0,1011.1,0,0
21,30.2,0,30.0,4,9,28.0,1010.6,0,0
21,23.0,15,37.0,9,3,91.0,1014.4,0,1
21,24.5,12,39.0,6,13,31.0,1012.9,1,0
21,18.4,12,41.0,15,15,31.0,1015.9,0,0
21,25.1,10,28.0,8,11,32.0,1016.2,1,0
21,24.8,0,30.0,0,2,32.0,1020.2,0,0
21,25.7,15,37.0,1,6,41.0,1018.1,0,1
21,23.2,8,28.0,7,10,60.0,1016.7,1,0
21,25.1,12,35.0,0,11,17.0,1016.8,0,0
21,27.4,12,28.0,0,12,18.0,1019.7,0,0
21,26.6,4,31.0,4,11,22.0,1017.6,0,0
21,27.6,14,39.0,1,14,22.0,1015.0,0,0
21,18.5,12,44.0,11,11,21.0,1019.9,0,0
21,20.1,11,26.0,0,12,20.0,1020.7,0,0
21,22.5,0,20.0,0,11,21.0,1020.5,0,0
21,23.1,1,30.0,0,14,20.0,1020.6,0,0
21,23.1,1,33.0,1,11,20.0,1021.3,0,0
21,23.0,0,31.0,1,14,18.0,1020.8,0,0
21,22.9,1,26.0,0,11,16.0,1020.3,0,0
21,23.7,1,31.0,1,6,30.0,1021.1,0,0
21,13.9,3,44.0,11,13,55.0,1017.7,1,0
21,15.1,15,37.0,3,12,41.0,1018.5,0,0
21,17.6,12,43.0,3,12,45.0,1018.4,0,0
21,20.9,9,31.0,10,11,37.0,1021.5,0,0
21,22.4,0,26.0,2,12,35.0,1025.4,0,0
21,22.6,2,31.0,2,0,39.0,1027.4,0,0
21,17.2,0,22.0,2,10,79.0,1022.7,0,1
21,18.7,1,31.0,0,3,92.0,1015.7,1,1
21,18.2,15,37.0,11,11,77.0,1009.2,1,1
21,15.3,15,37.0,13,15,74.0,1007.4,1,0
21,13.1,14,43.0,7,14,65.0,1006.4,0,0
21,20.2,0,24.0,0,10,32.0,1021.7,0,0
21,20.4,9,33.0,2,9,23.0,1018.2,0,0
21,19.4,9,31.0,8,2,42.0,1015.0,0,0
21,21.6,9,35.0,10,8,41.0,1015.4,0,0
21,20.8,1,33.0,1,6,44.0,1015.7,0,0
21,22.4,1,26.0,4,3,34.0,1016.7,0,0
21,17.4,11,39.0,12,11,40.0,1021.0,0,0
21,20.3,3,30.0,4,3,26.0,1015.3,0,0
21,22.2,15,44.0,3,14,28.0,1011.9,0,0
21,17.3,11,30.0,3,12,19.0,1027.8,0,0
21,18.5,1,26.0,0,11,19.0,1026.2,0,0
21,17.0,9,35.0,10,8,66.0,1022.4,0,0
21,20.9,9,31.0,11,2,40.0,1015.8,0,0
21,21.8,14,24.0,3,12,44.0,1012.0,0,0
21,17.2,15,44.0,14,15,25.0,1017.8,0,0
21,14.8,15,41.0,12,12,36.0,1020.0,0,0
21,15.2,11,39.0,11,11,33.0,1019.8,0,0
21,15.3,11,33.0,11,12,37.0,1023.6,0,0
21,18.4,12,26.0,3,13,30.0,1025.9,0,0
21,19.2,2,33.0,9,10,30.0,1026.1,0,0
21,19.8,9,28.0,2,11,28.0,1026.2,0,0
21,20.5,1,31.0,0,0,24.0,1025.6,0,0
21,18.9,4,52.0,1,4,75.0,1020.1,0,1
21,18.2,13,39.0,1,3,98.0,1015.2,1,1
21,18.1,1,26.0,4,2,91.0,1013.3,1,1
21,15.1,14,26.0,7,7,84.0,1016.1,1,0
21,18.1,2,30.0,2,14,55.0,1022.7,0,0
21,14.7,0,20.0,0,0,92.0,1017.9,0,1
21,16.9,11,39.0,8,11,42.0,1022.0,0,0
21,18.8,11,39.0,11,8,51.0,1023.6,0,0
21,17.9,2,33.0,10,8,41.0,1022.5,0,0
21,19.5,13,39.0,0,0,32.0,1015.3,0,0
21,19.7,13,39.0,1,3,34.0,1020.4,0,0
21,19.6,13,39.0,3,3,50.0,1013.4,0,1
21,15.9,13,39.0,12,15,39.0,1014.2,1,0
21,13.7,12,41.0,15,12,57.0,1019.9,0,0
21,16.3,12,37.0,12,12,43.0,1022.2,0,0
21,18.0,13,22.0,5,13,25.0,1018.0,0,0
21,19.4,15,30.0,4,12,21.0,1018.0,0,0
21,21.4,7,33.0,4,13,17.0,1016.3,0,0
21,19.6,15,41.0,3,12,29.0,1019.6,0,0
21,17.0,12,30.0,3,12,28.0,1023.1,0,0
21,18.8,15,19.0,4,14,25.0,1021.0,0,0
21,19.2,12,39.0,4,12,42.0,1015.7,0,0
21,14.6,15,52.0,12,12,34.0,1018.5,0,0
21,19.0,11,37.0,11,12,35.0,1020.1,0,0
21,23.1,6,30.0,4,3,14.0,1017.2,0,0
21,21.2,14,33.0,5,13,28.0,1014.1,0,0
21,17.2,15,31.0,13,12,30.0,1021.2,0,0
21,18.9,0,24.0,1,12,29.0,1018.7,0,0
21,19.2,12,31.0,11,15,28.0,1018.3,1,0
21,21.0,14,30.0,5,14,28.0,1018.2,0,0
21,18.7,12,31.0,13,11,38.0,1018.3,0,0
